Q_H_annual_kWh,Q_C_annual_kWh,EP_heat_total_kWh,EP_cool_total_kWh,EP_total_kWh,pv_generation_kWh,pv_self_consumption_kWh,pv_grid_import_kWh,pv_grid_export_kWh,pv_self_consumption_rate,pv_self_sufficiency_rate
26266.39415323464,3136.096170155901,40939.30133410093,3671.2198749666495,44610.52120906758,8400.0,5495.111289154751,12938.988384013672,2904.888710845249,0.6541799153755656,0.2980949103336524
