timestamp,hp_electric_kWh,pv_generation_kWh,net_load_kWh,self_consumption_kWh,grid_import_kWh,grid_export_kWh,battery_charge_kWh,battery_discharge_kWh,battery_soc_kWh
2009-12-09T13:00:00,0.30567874465586187,1.1465882731751111,-0.8409095285192493,0.30567874465586187,0.0,0.8409095285192493,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286987,0.527976112491146,-0.22784581606244725,0.3001302964286987,0.0,0.22784581606244725,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286986,0.0,0.3001302964286986,0.0,0.3001302964286986,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286986,0.0,0.3001302964286986,0.0,0.3001302964286986,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286987,0.0,0.3001302964286987,0.0,0.3001302964286987,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286987,0.0,0.3001302964286987,0.0,0.3001302964286987,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286986,0.0,0.3001302964286986,0.0,0.3001302964286986,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286986,0.0,0.3001302964286986,0.0,0.3001302964286986,0.0,0.0,0.0,0.0
2009-12-09T14:00:00,0.3001302964286987,0.0,0.3001302964286987,0.0,0.3001302964286987,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630073,0.0,0.31894484384630073,0.0,0.31894484384630073,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630084,0.0,0.31894484384630084,0.0,0.31894484384630084,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630084,0.0,0.31894484384630084,0.0,0.31894484384630084,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630084,0.0,0.31894484384630084,0.0,0.31894484384630084,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630073,0.0,0.31894484384630073,0.0,0.31894484384630073,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630084,0.0,0.31894484384630084,0.0,0.31894484384630084,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630073,0.0,0.31894484384630073,0.0,0.31894484384630073,0.0,0.0,0.0,0.0
2009-12-09T15:00:00,0.31894484384630073,0.0,0.31894484384630073,0.0,0.31894484384630073,0.0,0.0,0.0,0.0
