Q_H_annual_kWh,Q_C_annual_kWh,EP_heat_total_kWh,EP_cool_total_kWh,EP_total_kWh,pv_generation_kWh,pv_self_consumption_kWh,pv_grid_import_kWh,pv_grid_export_kWh,pv_self_consumption_rate,pv_self_sufficiency_rate
0.0,0.0,127599.6184692784,2624.5632888064565,130224.18175808486,8400.0,2198.4675106032582,2608.0852130927856,6201.532489396742,0.2617223226908641,0.45738965886401967
