Q_HC,T_op,T_ext,Q_H,Q_C
0.0,19.974614119820018,9.2,0.0,0.0
0.0,19.980636414552567,9.4,0.0,0.0
0.0,19.97975644677571,9.8,0.0,0.0
0.0,19.97488266140611,10.0,0.0,0.0
0.0,19.96831301848487,10.1,0.0,0.0
887.6702041540967,20.000000000000004,9.9,887.6702041540967,0.0
1023.415256778007,20.0,9.6,1023.415256778007,0.0
1041.7589300521893,20.000000000000004,9.3,1041.7589300521893,0.0
983.143927300149,20.0,10.0,983.143927300149,0.0
1074.7401217883707,20.0,10.4,1074.7401217883707,0.0
847.6028189881299,19.999999999999996,12.0,847.6028189881299,0.0
741.18379011475,20.000000000000004,13.0,741.18379011475,0.0
379.71919437648046,20.000000000000004,16.2,379.71919437648046,0.0
477.384271871528,19.999999999999993,15.0,477.384271871528,0.0
458.71562165789004,20.0,15.0,458.71562165789004,0.0
190.92599260881335,20.0,17.6,190.92599260881335,0.0
436.32047817537085,20.0,15.0,436.32047817537085,0.0
464.2226573671953,20.0,15.0,464.2226573671953,0.0
305.7595098412383,20.000000000000007,16.0,305.7595098412383,0.0
454.49112914049647,20.0,14.0,454.49112914049647,0.0
343.53358240403753,20.0,15.0,343.53358240403753,0.0
263.6608393143314,20.0,15.8,263.6608393143314,0.0
557.4171601667161,20.0,13.0,557.4171601667161,0.0
0.0,19.983124346526857,12.0,0.0,0.0
0.0,20.003902328271955,14.8,0.0,0.0
0.0,19.982618305564156,13.0,0.0,0.0
0.0,19.976780258201536,13.0,0.0,0.0
0.0,19.974600856549646,13.2,0.0,0.0
0.0,19.956539794946526,12.0,0.0,0.0
751.3510669885867,20.0,12.0,751.3510669885867,0.0
776.446116896931,20.000000000000004,12.6,776.446116896931,0.0
930.8746869090924,20.0,11.0,930.8746869090924,0.0
938.0134350344258,20.0,11.0,938.0134350344258,0.0
940.9598395763227,20.0,12.2,940.9598395763227,0.0
1077.6024299370051,20.0,11.0,1077.6024299370051,0.0
1054.1087437745994,20.0,11.0,1054.1087437745994,0.0
877.2641309594311,20.0,12.6,877.2641309594311,0.0
1020.4282403687284,20.0,11.0,1020.4282403687284,0.0
1006.7261378065832,19.999999999999996,11.0,1006.7261378065832,0.0
808.2897989383347,19.999999999999996,13.0,808.2897989383347,0.0
759.7010857415409,19.999999999999996,13.0,759.7010857415409,0.0
763.7367519160626,20.000000000000004,13.0,763.7367519160626,0.0
693.8019483239054,20.0,13.6,693.8019483239054,0.0
907.123848309908,20.0,11.0,907.123848309908,0.0
906.0946686384021,20.0,11.0,906.0946686384021,0.0
936.8325326196015,20.0,10.8,936.8325326196015,0.0
1127.2574449605859,20.0,9.0,1127.2574449605859,0.0
0.0,19.89321713059507,9.0,0.0,0.0
0.0,19.861731523735315,9.8,0.0,0.0
0.0,19.823859731850156,8.0,0.0,0.0
0.0,19.80762033838151,8.0,0.0,0.0
0.0,19.813397836677318,9.6,0.0,0.0
0.0,19.774101460965632,7.0,0.0,0.0
1647.406132519914,20.0,7.0,1647.406132519914,0.0
1422.1111784842774,20.000000000000004,8.8,1422.1111784842774,0.0
1605.5246456810528,20.0,7.0,1605.5246456810528,0.0
1614.8410534220498,19.999999999999993,7.0,1614.8410534220498,0.0
1575.026040663852,20.0,8.6,1575.026040663852,0.0
1702.7442814986834,20.000000000000007,7.0,1702.7442814986834,0.0
1259.0556392208641,20.000000000000004,11.0,1259.0556392208641,0.0
991.8282008985891,20.0,13.4,991.8282008985891,0.0
